Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0009986~cell surface	25	9.057971014492754	6.010379974214574E-6	GRIA1, ACHE, NOTCH4, LPAR1, TFPI, CD1B, SLC6A3, GRIN2A, PROM1, ADAMTS9, LYN, KCNH2, ANXA2, DCC, FCRL3, WNT7A, HLA-F, AJAP1, ERP44, MMP16, RARA, ITGBL1, CDH17, CFTR, CD200	270	658	20660	2.907238545536418	0.0022153792924664018	0.002217830210485178	0.002079591471078243
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	19	6.884057971014493	1.702018571325827E-5	TPM4, CAV2, SPRY4, CYBA, CORO1B, RPS15, HCK, GJA1, EFS, RPS18, DLC1, TRIP6, GNA12, ITGA11, FLOT1, ANXA6, NOX4, ITGBL1, CLASP2	270	434	20660	3.3498890595664794	0.006260820847473925	0.0023057055175236102	0.002161989455455743
GOTERM_CC_DIRECT	GO:0000785~chromatin	33	11.956521739130435	2.344153607101863E-5	HDAC4, GCM2, RARG, HLF, LDB1, EHMT2, GATA6, GATA3, HIF3A, NR2E1, GSC, SIX2, STAT4, HOXC4, DPF3, HOXA7, E2F6, BRD2, TFAP2B, PRRX1, USP44, GSX2, NR1H3, GRHL3, PAX5, RUNX2, HOPX, PHOX2A, FEV, TLX1, RARA, RARB, SIM2	270	1114	20660	2.266706562936365	0.008612724338981415	0.0023057055175236102	0.002161989455455743
GOTERM_CC_DIRECT	GO:0045121~membrane raft	14	5.072463768115942	2.4994097750933445E-5	LYN, ANXA2, CAV2, ATP2B4, FAIM2, SLC6A3, GJA1, CASP8, DLC1, FLOT1, CNTN1, MAPT, EPHB1, RGS7	270	249	20660	4.3022460211215225	0.009180536497104153	0.0023057055175236102	0.002161989455455743
GOTERM_CC_DIRECT	GO:0016342~catenin complex	6	2.1739130434782608	6.349129183323034E-5	CDH4, APC, CDH23, CTNNA2, CDH17, ANAPC2	270	33	20660	13.912457912457914	0.02315670167553685	0.004685657337292399	0.00439359739485954
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	37	13.405797101449277	1.5457501263833873E-4	CALCRL, SEMA3D, HFE, FLT4, NOTCH4, GRIK3, LPAR1, SLC2A2, CD1C, SLC2A5, SLC6A3, SLC8A1, GJA1, GRIN2A, CDH4, EDNRA, ADORA3, PROM1, EPHB1, TRPM4, SLC16A5, KCNH2, PTPRN2, CAV2, FCRL3, SLC33A1, ATP2B4, SSTR4, MARCO, STIM1, MMP16, CD8A, SLCO4C1, RHCG, CFTR, CD200, FGFR1	270	1455	20660	1.9458317423953162	0.05544615858034285	0.007093934740531274	0.0066517653664602185
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	13	4.710144927536232	1.5890199095676747E-4	FBN2, SNED1, RARRES2, WNT7A, ADAMTS12, LTBP1, FBLN5, ADAMTS20, EFEMP1, COL4A2, MMP16, TIMP2, ADAMTS9	270	259	20660	3.8406978406978407	0.05695331789647384	0.007093934740531274	0.0066517653664602185
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	16	5.797101449275362	1.6253031101178792E-4	GRIA1, LPAR1, CACNA1A, CYBA, CACNA1E, SLC6A3, SLC8A1, RPTOR, PYCARD, SCN11A, GNA12, MAPT, RAB17, TAC1, CD200, TRPM4	270	383	20660	3.1965960738806696	0.058215273884600016	0.007093934740531274	0.0066517653664602185
GOTERM_CC_DIRECT	GO:0005615~extracellular space	46	16.666666666666664	1.7302279854954327E-4	FBN2, APCS, PON3, ACHE, PLEKHH3, SFTPA2, SEMA3D, CPXM2, HFE, GSTP1, CXCL1, CD1C, TFPI, CD1B, FBLN5, WFDC2, EFEMP1, CCL7, ALOX5, TIMP2, ENPP2, SOSTDC1, PROM1, TAC1, ADAMTS9, SERPINB1, DCD, ANXA2, GDF15, RARRES2, KLK13, WNT7A, SERPINB9, CCK, HLA-F, ADAMTS20, GNL3, COL4A2, MMP16, TCN1, SFRP5, FGF18, SCGB3A1, ANGPTL2, MFGE8, FJX1	270	1989	20660	1.7696590507048022	0.061855167887508666	0.007093934740531274	0.0066517653664602185
GOTERM_CC_DIRECT	GO:0005576~extracellular region	49	17.753623188405797	2.7428353875619434E-4	SNED1, ACHE, CPXM2, FLT4, CXCL1, WFDC2, PYCARD, EFEMP1, TIMP2, ENPP2, EPHB1, SERPINB1, DCD, ANXA2, ADAMTS20, COL4A2, MMP16, CD8A, MAPT, DOCK2, MFGE8, FBN2, ITIH5, APCS, PON3, SFTPA2, LAMA2, NXPH2, GSTP1, NOTCH4, ADAMTS12, TFPI, LTBP1, FBLN5, CCL7, ALOX5, TAC1, GDF15, RARRES2, KLK13, WNT7A, CCK, EEF2, MAPK15, ERP44, TCN1, FGF18, ITGBL1, FGFR1	270	2213	20660	1.6942645311375542	0.09626988502392686	0.009809286092869646	0.009197867176511916
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	98	35.507246376811594	2.924177426058702E-4	HFE, SLC8A1, EDNRA, GJA1, CDH4, SCN11A, ADORA3, ENPP2, EPHB1, RGS7, SLC16A5, KCNH2, PRKCB, CYBA, HLA-F, ANK1, CLDN5, SCN10A, STIM1, CD8A, DOK7, RHCG, STEAP2, CFTR, GRIA1, MACF1, CALCRL, NOTCH4, CUL1, LPAR1, CACNA1A, FPR2, CD1C, CACNA1E, CD1B, CORO1B, GRIN2A, CDH23, PROM1, TRPM4, LYN, CADM3, PTPRN2, CAV2, SLC33A1, NBEAL2, EEF2, LRP1B, SLC2A9, MARCO, ITGA11, TRIP6, CNTN1, NOX4, ITGBL1, CD200, FGFR1, ACHE, MS4A3, FLT4, GRIK3, SLC2A2, HIF3A, SLC2A5, SLC6A3, FLOT1, SLC13A3, ANXA2, DCC, IRAK3, IL17RD, SSTR4, AJAP1, HCK, MMP16, CLDN12, RARA, MAPT, DOCK2, CDH17, TMEM106A, PTGER4, TFPI, C10ORF90, EFS, MARVELD1, GNA12, RGS20, CLASP2, MOG, ATP2B4, WNT7A, APC, CCDC8, SLCO4C1, TRIM36, RAB17, TACC2	270	5458	20660	1.3739125714208165	0.10229872897205572	0.009809286092869646	0.009197867176511916
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	49	17.753623188405797	3.619449587854027E-4	ALDH1L1, SLC2A5, WFDC2, EFEMP1, SCN11A, RPS18, ANXA6, FLOT1, AOX1, HMCN1, EPHB1, SERPINB1, SLC13A3, TPM4, DCD, ANXA2, PRKCB, SERPINB9, SND1, SCN10A, BDH2, COL4A2, ANGPTL2, DOCK2, RHCG, MFGE8, APCS, PON3, GSTP1, ARL3, FBLN5, CORO1B, GMDS, PROM1, CRYM, LYN, GSTM2, GDF15, TXNRD1, WNT7A, EEF2, ERP44, SLCO4C1, CNTN1, SCGB3A1, RAB17, PPT2, CPVL, PFKP	270	2240	20660	1.6738425925925928	0.1250441629943848	0.011129807482651133	0.010436079644979111
