Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	20	7.246376811594203	6.382156778087695E-5	GCM2, TFAP2B, HLF, PRRX1, LEF1, NR1H3, GRHL3, GATA3, PAX5, NR2E1, RUNX2, PHOX2A, SALL2, SIX2, FEV, TLX1, PRDM16, HOXC4, HOXA7, FEZF2	270	483	18976	2.9102062725251128	0.03683282047803216	0.030115008028003515	0.029654064027574888
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	35	12.681159420289855	1.2815635347441842E-4	HDAC4, GCM2, ZNF154, RARG, HLF, LEF1, MAZ, GATA6, GATA3, HIF3A, NR2E1, GLI3, DACH1, SALL2, GSC, SIX2, PRDM16, STAT4, HOXC4, HOXA7, FEZF2, E2F6, ZNF660, TFAP2B, PRRX1, NR1H3, GRHL3, PAX5, RUNX2, ZNF90, FEV, TLX1, ZFP42, RARA, RARB	270	1222	18976	2.012972055525247	0.0725911506158523	0.030115008028003515	0.029654064027574888
GOTERM_MF_DIRECT	GO:1990837~sequence-specific double-stranded DNA binding	21	7.608695652173914	1.5364800014287507E-4	GCM2, ZNF660, TFAP2B, RARG, HLF, LEF1, GSX2, GATA6, GATA3, NR2E1, GLI3, RUNX2, PHOX2A, GSC, SIX2, FEV, ZFP42, RARA, HOXC4, RARB, HOXA7	270	560	18976	2.635555555555556	0.08639043033774452	0.030115008028003515	0.029654064027574888
GOTERM_MF_DIRECT	GO:0097110~scaffold protein binding	7	2.536231884057971	4.356284998051513E-4	LYN, GRIA1, KCNH2, GJA1, CASP8, CAV2, ATP2B4	270	69	18976	7.130005367686527	0.22601699818887344	0.06403738947135725	0.06305722534679564
GOTERM_MF_DIRECT	GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding	34	12.318840579710146	6.861054187293596E-4	GCM2, ZNF154, RARG, HLF, LEF1, MAZ, GATA6, GATA3, HIF3A, NR2E1, GLI3, DACH1, SALL2, GSC, SIX2, STAT4, HOXC4, HOXA7, E2F6, TFAP2B, PRRX1, GSX2, NR1H3, GRHL3, PAX5, RUNX2, PHOX2A, ZNF90, FEV, TLX1, ZFP42, RARA, RARB, SIM2	270	1286	18976	1.8581418121075972	0.3320676929279598	0.08068599724257268	0.07945100748885983
GOTERM_MF_DIRECT	GO:0001540~beta-amyloid binding	7	2.536231884057971	0.001485014145183895	GRIA1, ACHE, MARCO, GRIN2A, CACNA1A, FPR2, PFDN4	270	87	18976	5.65483184333759	0.5826530164993035	0.14553138622802173	0.14330386501024586
GOTERM_MF_DIRECT	GO:0008013~beta-catenin binding	7	2.536231884057971	0.001977555694615235	GJA1, APC, LEF1, CTNNA2, GLI3, ANAPC2, AJAP1	270	92	18976	5.347504025764895	0.6877509024351284	0.15653644157836336	0.15414047563583738
GOTERM_MF_DIRECT	GO:0005102~receptor binding	15	5.434782608695652	0.002355800767629449	LYN, GSTM2, LAMA2, NXPH2, MOG, HFE, RARRES2, WNT7A, CXCL1, HLA-F, SLC6A3, HCK, GJA1, RARA, ANGPTL2	270	412	18976	2.5587918015102478	0.7501376365290466	0.15653644157836336	0.15414047563583738
GOTERM_MF_DIRECT	GO:0005515~protein binding	202	73.18840579710145	0.0025448529652995207	MAML2, EHMT2, RPS15, GJA1, EDNRA, RPS18, FAM110B, HMCN1, HOXA7, EPHB1, IER3, AGFG1, PRKCB, HLA-F, ANK1, RUNX2, SND1, NUP93, CLDN5, CFTR, MACF1, EIF5A2, GATA6, LPAR1, GATA3, FPR2, ADAMTS12, CD1C, CD1B, NUAK1, GRIN2A, PRDM16, HOXC4, PROM1, TRPM4, LYN, CADM3, GSTM2, AFAP1L1, SLC33A1, NBEAL2, TYR, TCN1, TRIP6, NOX4, SIM2, CD200, CDKN1C, ACHE, RARG, WFDC2, GLI3, SLC6A3, RPTOR, AKAP13, TRIM2, ANXA6, TIMP2, C16ORF74, BRD2, SERPINB1, ANXA2, TET1, SERPINB9, PAX5, DUSP6, AJAP1, GNL3, HCK, BDH2, CLDN12, RARA, ANGPTL2, MAPT, TMEM106A, PTGER4, APCS, GSTP1, HAAO, TM9SF4, ALOX5, STAT4, CTNNA2, CSMD1, CDKN2A, GDF15, KLK13, WNT7A, NR1H3, GRHL3, ERP44, LCE4A, CCDC8, DLC1, NBR1, RPL22L1, HFE, FAIM2, SLC8A1, CMIP, PYCARD, DACH1, EFEMP1, SALL2, SLC39A7, PHLDA1, SLC16A5, KCNH2, TPM4, FBXO17, CYBA, OXA1L, SLFN11, STIM1, COL4A2, CD8A, ZFP42, DOK7, RHCG, ANAPC2, GCM2, FBN2, CHODL, GRIA1, ISYNA1, CALCRL, NOTCH4, ARL3, MAZ, CUL1, CACNA1A, LTBP1, FBLN5, CORO1B, CYP11A1, CDH23, MARK4, ZNF660, TFAP2B, CBX5, CAV2, RARRES2, EEF2, HOPX, LRP1B, PHOX2A, TLX1, CNTN1, SCGB3A1, FGFR1, MS4A3, LDB1, FLT4, CXCL1, CLEC14A, NR2E1, SLC2A5, CASP8, SIX2, FLOT1, BCAS3, SLC13A3, DCD, DCC, USP44, IRAK3, SSTR4, TBC1D1, LCP2, PFDN4, DOCK2, ST6GALNAC3, CDH17, HDAC4, ACSS3, HLF, SFTPA2, LEF1, PPM1H, EFS, GMDS, CCL7, IFI16, GNA12, RGS20, NUP43, CRYM, E2F6, CLASP2, PRRX1, TXNRD1, EYA4, SPRY4, MX1, ATP2B4, CCK, MAPK15, APC, DNAJA3, TRIM36, RAB17, PFKP	270	12657	18976	1.1216606825676907	0.7764859057529268	0.15653644157836336	0.15414047563583738
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	22	7.971014492753622	0.002662184380584411	FBN2, APCS, SNED1, MACF1, TPM4, ANXA2, NOTCH4, CACNA1A, CACNA1E, LTBP1, LRP1B, SLC8A1, FBLN5, CDH4, EFEMP1, STIM1, CDH23, ENPP2, ANXA6, HMCN1, CDH17, TRPM4	270	756	18976	2.045228297080149	0.7914239936999796	0.15653644157836336	0.15414047563583738
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	19	6.884057971014493	0.003239309379377859	ZNF660, TFAP2B, RARG, HLF, LEF1, GSX2, MAZ, GATA6, GATA3, GLI3, RUNX2, PHOX2A, ZNF90, SIX2, TLX1, ZFP42, STAT4, RARA, SIM2	270	618	18976	2.160757521275321	0.8515943048940879	0.1731558104612892	0.1705054664236164
GOTERM_MF_DIRECT	GO:0005353~fructose transmembrane transporter activity	3	1.0869565217391304	0.004011435191819987	SLC2A9, SLC2A2, SLC2A5	270	7	18976	30.120634920634924	0.9059066135382706	0.18366101702186727	0.18084987900622643
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	24	8.695652173913043	0.00406053268925897	HDAC4, RARG, CPXM2, PRKCB, USP44, EHMT2, GATA6, NR1H3, TET1, GATA3, NR2E1, ADAMTS20, ZNF90, GRIN2A, MMP16, TRIM2, NBR1, TIMP2, ENPP2, RARA, TRIM36, DPF3, RARB, ADAMTS9	270	889	18976	1.8973628296462943	0.9085948844885692	0.18366101702186727	0.18084987900622643
GOTERM_MF_DIRECT	GO:0008331~high voltage-gated calcium channel activity	4	1.4492753623188406	0.004574193296840013	SCN10A, SCN11A, CACNA1A, CACNA1E	270	24	18976	11.713580246913581	0.9325113548683692	0.19211611846728055	0.1891755656335977
GOTERM_MF_DIRECT	GO:0002020~protease binding	7	2.536231884057971	0.005482574074614226	PYCARD, STIM1, ANXA2, FLOT1, TIMP2, SERPINB9, SLC6A3	270	113	18976	4.353720091773189	0.9605461333927912	0.21491690372487768	0.21162735928010912
GOTERM_MF_DIRECT	GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	5	1.8115942028985508	0.007166467152780247	RARG, RARA, RARB, NR1H3, NR2E1	270	54	18976	6.507544581618656	0.985433844256066	0.2633676678646741	0.2593365300912352
